Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:41020002


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
41020002;2;01/01/1963;;1;1;2963;2243;2705,723;7;29;1;1;1;;0;2711,4;2760;2720,7;2740;2950;2950;2963;2950;2950;2950;2914;2902;2842;2780;2800;2878;2890;2866;2842;2800;2780;2760;2683,5;2415,2;2387,6;2360;2315;2279;2243;2252;2243;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/02/1963;;1;1;2243;635,4;1012,761;1;28;1;1;1;;0;2243;1415;1026,4;1397;1829;968;989,9;989,9;1033,7;1019,1;975,3;968;982,6;989,9;968;975,3;960,8;975,3;975,3;968;826;819,1;805,3;682,3;642,1;655,5;642,1;635,4;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
41020002;2;01/03/1963;;1;1;648,8;388;505,061;2;30;1;1;1;;0;628,7;648,8;615,3;628,7;628,7;535,8;491;497,4;491;484,9;568,4;555;542,2;535,8;529,4;516,6;516,6;503,8;497,4;484,9;478,8;466,6;460,5;454,4;442,2;430;424;412;406;388;394;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/04/1963;;1;1;424;323,6;379,773;24;26;1;1;1;;0;376;388;388;394;388;382;394;388;400;388;388;406;394;364,2;364,2;388;388;394;358,4;352,6;370;352,6;412;424;370;323,6;352,6;352,6;358,4;394;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/05/1963;;1;1;424;290,8;386,89;25;26;1;1;1;;0;352,6;370;370;370;364,2;382;370;394;412;406;418;370;370;394;370;400;418;388;418;364,2;400;323,6;364,2;412;424;290,8;412;418;412;412;424;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/06/1963;;1;1;436,1;259;404,76;7;30;1;1;1;;0;430;370;394;400;412;430;436,1;436,1;418;418;430;424;412;418;370;312;394;418;430;424;418;418;285,5;430;430;436,1;430;430;430;259;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/07/1963;;1;1;503,8;312;468,303;9;28;1;1;1;;0;442,2;442,2;454,4;454,4;466,6;448,3;491;484,9;503,8;503,8;503,8;491;491;430;460,5;491;497,4;497,4;491;454,4;341;503,8;491;491;484,9;491;491;312;460,5;503,8;448,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/08/1963;;1;1;516,6;430;479,694;15;4;1;1;1;;0;491;460,5;472,7;430;466,6;491;460,5;491;497,4;478,8;478,8;497,4;503,8;503,8;516,6;466,6;460,5;497,4;484,9;466,6;466,6;466,6;472,7;472,7;460,5;484,9;491;484,9;491;491;472,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/09/1963;;1;1;542,2;442,2;492,03;13;23;1;1;1;;0;491;484,9;491;478,8;503,8;529,4;503,8;484,9;497,4;535,8;535,8;523;542,2;491;497,4;491;484,9;478,8;484,9;472,7;478,8;460,5;442,2;472,7;478,8;466,6;466,6;491;497,4;503,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/10/1963;;1;1;555;454,4;513,826;9;27;1;1;1;;0;503,8;503,8;503,8;497,4;497,4;510,2;510,2;542,2;555;548,6;555;529,4;491;510,2;548,6;478,8;523;510,2;529,4;510,2;535,8;516,6;510,2;510,2;535,8;516,6;454,4;472,7;484,9;523;510,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/11/1963;;1;1;516,6;358,4;445,197;6;24;1;1;1;;0;472,7;436,1;503,8;503,8;497,4;516,6;491;503,8;478,8;448,3;478,8;497,4;472,7;412;370;400;370;400;364,2;424;400;448,3;430;358,4;424;430;430;424;491;478,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/12/1963;;1;1;491;222,2;384,694;11;29;1;1;1;;0;388;430;406;424;394;370;394;364,2;424;472,7;491;448,3;454,4;436,1;406;436,1;442,2;418;424;400;424;341;370;341;285,5;358,4;341;285,5;222,2;264,3;269,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/01/1964;;1;1;290,8;139,7;202,323;4;26;1;1;1;;0;274,9;269,6;274,9;290,8;222,2;213;236;222,2;209,4;191,4;184,2;184,2;264,3;245,2;195;177;187,8;177;153,2;205,8;184,2;177;180,6;195;213;139,7;143;153,2;195;156,6;156,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/02/1964;;1;1;149,8;96,8;133,338;1;9;1;1;1;;0;149,8;139,7;139,7;143;133,1;133,1;143;129,8;96,8;100,1;100,1;143;143;139,7;110;139,7;143;143;143;146,4;143;139,7;143;139,7;110;139,7;139,7;143;110;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
41020002;2;01/03/1964;;1;1;146,4;77;106,171;10;15;1;1;1;;0;110;136,4;110;110;110;110;110;110;126,5;146,4;93,5;110;110;93,5;77;77;110;110;110;77;77;93,5;93,5;110;110;110;110;110;110;110;110;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/04/1964;;1;1;370;77;154,32;27;1;1;1;1;;0;77;77;96,8;80,3;90,2;100,1;136,4;136,4;133,1;133,1;106,7;119,9;129,8;136,4;129,8;129,8;129,8;139,7;323,6;296,1;184,2;103,4;136,4;123,2;129,8;136,4;370;358,4;236;149,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/05/1964;;1;1;400;139,7;219,281;27;1;1;1;1;;0;139,7;149,8;156,6;149,8;240,6;370;231,4;163,4;187,8;240,6;222,2;213;245,2;335,2;187,8;202,2;163,4;173,6;173,6;213;370;370;177;209,4;195;184,2;400;202,2;177;177;177;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/06/1964;;1;1;430;195;282,763;6;1;1;1;1;;0;195;198,6;205,8;269,6;376;430;306,7;222,2;249,8;231,4;249,8;274,9;306,7;264,3;249,8;269,6;264,3;285,5;312;358,4;269,6;290,8;296,1;290,8;323,6;317,8;301,4;312;269,6;290,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/07/1964;;1;1;370;231,4;319,91;22;1;1;1;1;;0;231,4;254,4;269,6;290,8;335,2;329,4;245,2;254,4;280,2;329,4;329,4;329,4;341;335,2;341;341;329,4;335,2;329,4;335,2;335,2;370;335,2;335,2;341;341;335,2;346,8;335,2;341;335,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/08/1964;;1;1;406;306,7;368,545;24;2;1;1;1;;0;329,4;306,7;317,8;341;335,2;346,8;335,2;329,4;323,6;341;358,4;358,4;388;376;376;382;382;388;388;394;394;394;394;406;370;400;400;394;376;400;400;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/09/1964;;1;1;529,4;382;435,273;30;1;1;1;1;;0;382;388;394;400;406;400;406;442,2;436,1;442,2;436,1;436,1;442,2;436,1;430;430;430;448,3;448,3;430;448,3;448,3;442,2;442,2;460,5;454,4;430;448,3;491;529,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/10/1964;;1;1;1271;484,9;796,3;23;1;1;1;1;;0;484,9;503,8;503,8;516,6;503,8;503,8;510,2;516,6;503,8;503,8;503,8;510,2;503,8;503,8;503,8;581,8;709,4;819,1;1124,3;1146,2;1244;1226;1271;1271;1262;1182,7;1182,7;1235;932;953,6;968;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/11/1964;;1;1;1280;561,7;808,73;6;25;1;1;1;;0;1131,6;1271;1262;1026,4;1079;1280;1101,8;1094,2;1004,5;989,9;968;960,8;847;675,6;655,5;628,7;628,7;622;575,1;628,7;622;595,2;575,1;575,1;561,7;561,7;615,3;588,5;575,1;561,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/12/1964;;1;1;1079;388;638,642;14;25;1;1;1;;0;575,1;575,1;568,4;628,7;628,7;635,4;709,4;723;695,8;723;833;924,8;946,4;1079;997,2;819,1;628,7;588,5;595,2;588,5;642,1;548,6;454,4;394;388;466,6;523;622;436,1;424;436,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/01/1965;;1;1;2243;222,2;812,026;30;9;1;1;1;;0;460,5;497,4;264,3;259;264,3;240,6;269,6;274,9;222,2;222,2;280,2;249,8;269,6;264,3;341;306,7;280,2;280,2;296,1;484,9;875;1071,4;1109,4;1117;1631;2180;2207;2234;2234;2243;2243;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/02/1965;;1;1;3299;484,9;1882,579;25;12;1;1;1;;0;2162;2171;2144;2117;1865;1874;1838;833;1370;1361;648,8;484,9;491;491;723;968;968;968;2108;2162;2740;2989;2976;3147,5;3299;3299;3299;3215;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
41020002;2;01/03/1965;;1;1;3285;1910;2595,2;1;26;1;1;1;;0;3285;2950;2730;2637;2637;2646,3;2637;2637;2646,3;2674,2;2711,4;2830;2730;2950;2637;2780;2830;2878;2854;2854;2820;2810;2810;2810;2126;1910;1910;1973;1910;1910;1928;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/04/1965;;1;1;;;;;;0;0;0;;0;2000;2000;1955;1928;1919;;896;;;555;689;662,2;;;;;;;;;;;675,6;675,6;689;689;;;;;;1;1;1;1;1;;1;;;1;1;1;;;;;;;;;;;1;1;1;1;;;;;;
41020002;2;01/07/1965;;1;1;;;;;;0;0;0;;0;;;;;622;622;;;;;;;;;;;;;622;;655,5;655,5;;;;655,5;;702,6;689;689;;;;;;1;1;;;;;;;;;;;;;1;;1;1;;;;1;;1;1;1;;
41020002;2;01/08/1965;;1;1;695,8;497,4;612,716;18;28;1;1;1;;0;601,9;575,1;595,2;608,6;608,6;608,6;622;668,9;622;595,2;662,2;668,9;642,1;662,2;628,7;648,8;675,6;695,8;628,7;662,2;575,1;561,7;628,7;628,7;608,6;555;523;497,4;497,4;615,3;622;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/09/1965;;1;1;695,8;523;610,073;24;12;1;1;1;;0;615,3;622;615,3;588,5;568,4;595,2;535,8;655,5;662,2;642,1;581,8;523;523;608,6;568,4;595,2;575,1;561,7;642,1;622;635,4;648,8;662,2;695,8;635,4;622;689;635,4;622;555;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/10/1965;;1;1;946,4;529,4;814,868;12;14;1;1;1;;0;635,4;695,8;675,6;723;924,8;910,4;805,3;826;791,5;861;903,2;946,4;924,8;529,4;750,2;847;854;798,4;896;868;770,8;847;826;826;777,7;847;840;833;868;847;812,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/11/1965;;1;1;1244;854;1157,303;3;1;1;1;1;;0;854;910,4;1244;1235;1244;1235;1226;1168,1;1124,3;1175,4;1199;1226;1175,4;1244;1235;1190;1190;1190;1208;1199;1226;1117;1086,6;1109,4;1101,8;1094,2;1109,4;1131,6;1124,3;1146,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/12/1965;;1;1;1199;529,4;813,226;2;25;1;1;1;;0;1190;1199;1138,9;1056,2;932;960,8;1011,8;1071,4;1079;1004,5;1063,8;1041;917,6;932;743,4;723;743,4;689;702,6;689;695,8;555;581,8;555;529,4;542,2;548,6;568,4;595,2;595,2;555;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/01/1966;;1;1;2692,8;503,8;1568,403;19;1;1;1;1;;0;503,8;516,6;542,2;523;561,7;516,6;581,8;542,2;548,6;575,1;568,4;581,8;702,6;1056,2;1079;1086,6;1146,2;2270;2692,8;2674,2;2692,8;2692,8;2664,9;2692,8;2674,2;2674,2;2674,2;2655,6;2637;2637;2655,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/02/1966;;1;1;2702,1;812,2;1865,182;10;27;1;1;1;;0;2378,4;2099;2637;2655,6;2692,8;2590,5;2664,9;2692,8;2692,8;2702,1;2452;2225;2234;2252;2126;2027;1550;1109,4;1117;1117;1101,8;1117;1117;1117;1094,2;982,6;812,2;868;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
41020002;2;01/03/1966;;1;1;1086,6;702,6;965,458;23;9;1;1;1;;0;812,2;868;882;729,8;743,4;729,8;709,4;716,2;702,6;709,4;868;1056,2;1071,4;1079;1063,8;1063,8;1071,4;1071,4;1071,4;1056,2;1071,4;1071,4;1086,6;1079;1071,4;1079;1086,6;1086,6;1071,4;1071,4;1079;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/04/1966;;1;1;1262;523;829,627;8;23;1;1;1;;0;910,4;896;889;1086,6;1079;1086,6;1101,8;1262;1226;1217;1226;1086,6;1086,6;826;896;812,2;791,5;709,4;628,7;608,6;595,2;568,4;523;523;529,4;542,2;555;548,6;548,6;529,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/05/1966;;1;1;648,8;491;544,635;20;15;1;1;1;;0;516,6;523;523;529,4;523;516,6;535,8;510,2;516,6;516,6;516,6;510,2;503,8;497,4;491;497,4;503,8;503,8;608,6;648,8;535,8;516,6;503,8;568,4;622;622;615,3;622;595,2;595,2;595,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/06/1966;;1;1;662,2;478,8;607,673;28;19;1;1;1;;0;568,4;561,7;561,7;581,8;615,3;608,6;622;608,6;608,6;622;622;535,8;622;622;622;622;635,4;635,4;478,8;622;622;635,4;635,4;635,4;635,4;542,2;635,4;662,2;662,2;588,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/07/1966;;1;1;750,2;601,9;690,565;11;5;1;1;1;;0;675,6;675,6;622;635,4;601,9;608,6;655,5;743,4;729,8;648,8;750,2;750,2;750,2;729,8;736,6;716,2;675,6;716,2;716,2;723;716,2;716,2;716,2;655,5;675,6;682,3;675,6;675,6;682,3;675,6;675,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/08/1966;;1;1;770,8;622;699,536;10;28;1;1;1;;0;729,8;736,6;743,4;750,2;743,4;757;729,8;750,2;757;770,8;743,4;709,4;689;689;729,8;736,6;723;668,9;682,3;662,2;628,7;635,4;648,8;648,8;628,7;655,5;695,8;622;675,6;668,9;675,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/09/1966;;1;1;826;491;669,503;30;12;1;1;1;;0;662,2;675,6;695,8;628,7;662,2;695,8;568,4;655,5;675,6;635,4;542,2;491;523;595,2;595,2;682,3;682,3;628,7;682,3;689;689;702,6;675,6;588,5;743,4;757;812,2;805,3;819,1;826;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/10/1966;;1;1;1056,2;826;968,135;20;4;1;1;1;;0;840;840;840;826;882;882;882;910,4;939,2;932;939,2;946,4;953,6;953,6;953,6;968;1041;1048,6;1041;1056,2;1041;1041;1026,4;1056,2;1056,2;1056,2;1041;1056,2;1048,6;932;982,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/11/1966;;1;1;1041;847;928,64;22;18;1;1;1;;0;932;939,2;953,6;939,2;960,8;932;960,8;975,3;939,2;939,2;946,4;953,6;953,6;946,4;953,6;939,2;868;847;854;854;1004,5;1041;882;917,6;910,4;910,4;924,8;875;896;910,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/12/1966;;1;1;1071,4;301,4;785,977;4;30;1;1;1;;0;1033,7;1063,8;1056,2;1071,4;1041;1026,4;1026,4;968;1026,4;1011,8;982,6;1019,1;1026,4;982,6;868;819,1;555;548,6;642,1;608,6;622;635,4;628,7;615,3;608,6;601,9;608,6;542,2;430;301,4;394;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/01/1967;;1;1;2830;436,1;1158,429;22;1;1;1;1;;0;436,1;516,6;491;542,2;555;460,5;542,2;466,6;555;662,2;757;757;982,6;968;868;975,3;1063,8;1190;1190;2180;2544;2830;2525,6;2162;2144;2144;1086,6;1071,4;1071,4;1086,6;1086,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/02/1967;;1;1;2637;1056,2;1590,782;16;10;1;1;1;;0;1079;1079;1124,3;1101,8;1086,6;1101,8;1101,8;1101,8;1101,8;1056,2;1101,8;1063,8;1071,4;1056,2;2442,8;2637;2637;2618,4;2562,6;2396,8;2171;2171;2171;2198;1334;1334;1325;1316;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
41020002;2;01/03/1967;;1;1;1325;388;731,013;4;16;1;1;1;;0;791,5;784,6;1011,8;1325;1325;716,2;675,6;689;675,6;689;689;689;689;682,3;529,4;388;510,2;635,4;588,5;648,8;635,4;648,8;655,5;648,8;648,8;668,9;662,2;682,3;784,6;896;997,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/04/1967;;1;1;1146,2;341;807,113;19;9;1;1;1;;0;982,6;910,4;997,2;982,6;982,6;989,9;595,2;424;341;798,4;798,4;826;826;805,3;805,3;675,6;968;1131,6;1146,2;1011,8;798,4;791,5;784,6;826;770,8;668,9;682,3;662,2;581,8;648,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/05/1967;;1;1;702,6;510,2;617,752;8;13;1;1;1;;0;689;689;675,6;662,2;655,5;689;675,6;702,6;628,7;595,2;568,4;581,8;510,2;555;628,7;635,4;628,7;595,2;608,6;595,2;588,5;595,2;568,4;595,2;595,2;595,2;595,2;568,4;628,7;628,7;622;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/06/1967;;1;1;709,4;588,5;645,687;24;11;1;1;1;;0;622;622;622;622;622;622;622;622;622;635,4;588,5;628,7;635,4;635,4;635,4;675,6;689;648,8;662,2;648,8;648,8;695,8;689;709,4;628,7;635,4;682,3;675,6;662,2;662,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/07/1967;;1;1;675,6;529,4;636,097;13;9;1;1;1;;0;635,4;642,1;648,8;635,4;648,8;648,8;648,8;635,4;529,4;648,8;648,8;615,3;675,6;675,6;675,6;548,6;648,8;648,8;635,4;635,4;648,8;662,2;668,9;648,8;662,2;601,9;608,6;622;622;622;622;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/08/1967;;1;1;682,3;529,4;617,942;16;6;1;1;1;;0;601,9;622;601,9;601,9;601,9;529,4;601,9;635,4;635,4;601,9;622;635,4;635,4;601,9;561,7;682,3;675,6;668,9;648,8;615,3;622;648,8;648,8;648,8;642,1;635,4;548,6;608,6;601,9;588,5;581,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/09/1967;;1;1;655,5;491;594,65;28;17;1;1;1;;0;608,6;622;608,6;561,7;581,8;608,6;601,9;622;608,6;595,2;595,2;581,8;595,2;588,5;568,4;568,4;491;542,2;615,3;601,9;595,2;608,6;595,2;555;581,8;588,5;648,8;655,5;635,4;608,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/10/1967;;1;1;729,8;568,4;658,784;31;1;1;1;1;;0;568,4;622;628,7;675,6;668,9;675,6;668,9;595,2;642,1;655,5;675,6;689;689;682,3;568,4;615,3;642,1;709,4;695,8;668,9;648,8;655,5;648,8;642,1;655,5;682,3;702,6;668,9;655,5;695,8;729,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/11/1967;;1;1;840;682,3;746,947;25;18;1;1;1;;0;709,4;695,8;757;743,4;743,4;763,9;791,5;723;743,4;709,4;729,8;750,2;750,2;750,2;750,2;763,9;750,2;682,3;695,8;695,8;702,6;723;805,3;763,9;840;798,4;798,4;750,2;763,9;763,9;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/12/1967;;1;1;588,5;478,8;520,658;3;15;1;1;1;;0;575,1;581,8;588,5;535,8;523;510,2;503,8;491;542,2;497,4;503,8;523;523;503,8;478,8;510,2;529,4;510,2;523;516,6;529,4;497,4;510,2;510,2;503,8;529,4;516,6;535,8;497,4;510,2;529,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/01/1968;;1;1;2553,3;689;1549,006;8;20;1;1;1;;0;1397;2216;2216;2279;2306;2261;2243;2553,3;2297;2288;2288;2243;2270;2234;2369,2;2369,2;1146,2;1370;729,8;689;695,8;695,8;689;736,6;784,6;777,7;805,3;784,6;791,5;743,4;750,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/02/1968;;1;1;1168,1;561,7;709,872;9;15;1;1;1;;0;702,6;662,2;682,3;635,4;675,6;615,3;662,2;743,4;1168,1;615,3;743,4;689;689;716,2;561,7;568,4;709,4;736,6;743,4;729,8;784,6;784,6;750,2;723;723;757;601,9;648,8;763,9;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
41020002;2;01/03/1968;;1;1;1514;588,5;872,832;20;28;1;1;1;;0;861;847;889;903,2;917,6;763,9;840;622;770,8;798,4;889;875;882;1004,5;1063,8;1033,7;1071,4;1048,6;1094,2;1514;989,9;868;910,4;861;784,6;770,8;709,4;588,5;601,9;642,1;642,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41020002;2;01/04/1968;;1;1;819,1;460,5;604,43;2;17;1;1;1;;0;555;819,1;497,4;510,2;716,2;510,2;716,2;709,4;702,6;503,8;484,9;542,2;568,4;581,8;581,8;561,7;460,5;516,6;529,4;555;595,2;689;702,6;763,9;736,6;702,6;770,8;497,4;497,4;555;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
41020002;2;01/05/1968;;1;1;763,9;370;541,884;10;14;1;1;1;;0;497,4;516,6;503,8;561,7;595,2;561,7;635,4;648,8;682,3;763,9;695,8;581,8;595,2;370;376;376;382;376;382;382;382;535,8;608,6;608,6;608,6;608,6;608,6;575,1;595,2;588,5;595,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
