Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:01845009


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
1845009;1;01/10/1978;1;57,0;115,6;18;13;1;1;1;1362;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,3;0,0;13,2;3,6;2,0;14,0;3,1;3,4;57,0;8,6;3,6;0,4;0,0;0,0;0,0;0,0;3,8;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/11/1978;1;25,6;127,0;12;16;1;1;1;1362;1;2,0;0,0;1,6;0,0;0,0;25,0;0,0;12,4;0,0;0,0;0,0;25,6;12,6;0,0;0,0;0,0;0,6;1,8;0,0;0,0;0,0;0,0;2,0;11,0;6,6;7,0;1,0;5,8;11,0;1,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/12/1978;1;58,2;266,6;17;20;1;1;1;1362;1;0,0;1,8;33,0;6,0;1,2;0,0;0,0;9,0;6,2;9,0;4,6;34,2;15,6;20,6;1,8;18,4;58,2;10,8;1,4;0,0;0,0;0,0;15,2;0,0;0,0;0,0;0,0;16,6;1,4;1,6;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/01/1979;1;60,4;447,4;14;23;1;1;1;1635,5;1;0,0;0,0;0,0;15,2;0,0;5,4;3,6;13,6;7,8;0,0;0,0;47,0;18,2;60,4;1,6;2,0;25,6;44,2;57,0;18,2;0,0;26,4;3,8;8,8;1,6;0,0;21,0;5,0;5,6;24,4;31,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/02/1979;1;85,6;409,4;1;17;1;1;1;1635,5;1;85,6;28,4;14,8;16,2;17,4;80,0;10,4;1,0;0,0;0,0;0,0;0,0;0,0;22,0;40,8;66,0;0,0;4,4;15,2;3,8;1,4;1,0;1,0;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
1845009;1;01/03/1979;1;16,8;81,7;16;15;1;1;1;1635,5;1;0,0;0,0;0,0;0,0;1,4;0,0;1,8;0,6;0,0;0,0;4,6;0,0;3,6;1,0;3,4;16,8;3,6;5,6;8,8;12,6;0,0;0,0;0,0;0,0;1,3;14,8;0,0;0,0;0,0;0,0;1,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/04/1979;1;20,0;58,2;11;7;1;1;1;1635,5;1;11,8;0,0;0,0;13,2;0,0;0,0;0,2;0,0;0,0;0,0;20,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;5,0;0,0;0,0;0,0;0,0;0,0;7,8;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/05/1979;1;56,6;60,6;30;2;1;1;1;1635,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,6;4,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/06/1979;1;0,6;0,6;29;1;1;1;1;1635,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/07/1979;1;6,0;10,2;18;2;1;1;1;1635,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,0;0,0;0,0;4,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/08/1979;1;10,6;13,2;20;5;1;1;1;1635,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4;0,0;0,0;0,0;0,6;10,6;0,0;0,0;0,0;0,0;0,0;0,1;0,5;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/09/1979;1;57,8;74,2;18;5;1;1;1;1635,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;5,2;0,0;57,8;2,4;0,0;0,0;0,0;0,0;8,4;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/10/1979;1;16,8;32,6;15;6;1;1;1;1635,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,4;0,0;0,0;0,0;0,0;2,2;16,8;4,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/11/1979;1;48,0;226,6;26;14;1;1;1;1635,5;1;0,0;28,2;12,8;2,8;6,2;3,2;0,0;11,0;15,0;1,0;29,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,8;33,6;8,0;0,0;0,0;0,0;48,0;14,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/12/1979;1;62,6;220,8;24;13;1;1;1;1635,5;1;0,0;0,0;0,0;0,0;15,6;0,0;0,0;0,0;13,0;13,2;0,0;0,0;4,2;0,0;0,0;0,0;0,0;16,4;1,4;2,4;0,0;0,0;22,4;62,6;14,6;29,6;14,0;0,0;0,0;0,0;11,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/01/1980;1;47,4;357,0;28;22;1;1;1;1308,40002441406;1;20,6;1,0;0,0;0,0;0,0;0,0;0,0;9,8;0,6;3,6;6,2;27,8;41,4;13,6;33,8;16,0;40,6;46,8;0,0;0,0;1,6;3,8;0,0;3,0;0,4;5,0;12,2;47,4;20,2;1,6;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/02/1980;1;85,0;271,1;19;14;1;1;1;1308,40002441406;1;0,3;33,6;31,6;2,2;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;31,0;28,0;10,2;14,0;3,0;29,4;85,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
1845009;1;01/03/1980;1;9,8;17,1;15;5;1;1;1;1308,40002441406;1;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;9,8;0,5;3,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/04/1980;1;38,2;183,9;11;17;1;1;1;1308,40002441406;1;0,2;5,2;28,4;1,6;27,0;24,0;3,6;3,0;9,8;5,2;38,2;16,8;0,0;15,8;0,4;1,0;3,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/05/1980;1;13,8;16,5;4;6;1;1;1;1308,40002441406;1;0,0;0,0;1,4;13,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,6;0,2;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/06/1980;1;17,0;25,1;27;3;1;1;1;1308,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,2;0,0;0,9;0,0;17,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/07/1980;1;0,0;0,0;1;0;1;1;1;1308,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/08/1980;1;0,4;0,4;29;1;1;1;1;1308,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/09/1980;1;8,2;15,3;26;4;1;1;1;1308,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,8;0,0;0,0;0,6;0,0;0,0;0,0;8,2;0,0;0,0;1,7;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/10/1980;1;22,6;43,4;13;3;1;1;1;1308,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;20,6;22,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/11/1980;1;84,8;195,3;12;15;1;1;1;1308,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,3;4,4;7,8;6,4;0,4;84,8;28,6;0,0;0,0;0,0;0,0;4,8;0,0;22,6;1,0;0,0;10,0;0,6;4,2;15,4;0,0;0,0;0,0;4,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/12/1980;1;35,4;183,3;12;19;1;1;1;1308,40002441406;1;13,2;29,2;1,8;2,4;7,6;0,4;13,4;1,6;2,2;0,5;0,0;35,4;0,0;15,0;3,6;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;4,2;25,0;11,4;12,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/01/1981;1;30,4;196,0;1;20;1;1;1;1764,09997558594;1;30,4;4,2;11,4;3,6;0,0;5,0;0,0;0,0;0,0;3,8;10,0;17,6;7,4;23,4;0,0;2,0;3,2;0,0;0,0;0,0;0,0;15,2;23,2;8,2;8,0;0,4;16,0;1,0;2,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/02/1981;1;35,4;47,0;10;4;1;1;1;1764,09997558594;1;0,0;0,8;4,8;0,0;0,0;0,0;0,0;0,0;0,0;35,4;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
1845009;1;01/03/1981;1;92,6;377,8;27;14;1;1;1;1764,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,0;51,4;1,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,2;20,4;3,2;53,6;15,6;0,0;0,0;14,4;92,6;27,0;6,0;6,2;12,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/04/1981;1;6,2;13,8;4;4;1;1;1;1764,09997558594;1;4,6;0,0;0,0;6,2;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/05/1981;1;5,6;13,6;2;6;1;1;1;1764,09997558594;1;2,8;5,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,1;0,0;0,0;0,0;0,0;0,1;0,0;0,0;4,8;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/06/1981;1;37,0;39,4;7;3;1;1;1;1764,09997558594;1;0,0;0,0;0,0;1,4;0,0;0,0;37,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/07/1981;1;0,0;0,0;1;0;1;1;1;1764,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/08/1981;1;4,8;4,8;18;1;1;1;1;1764,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/09/1981;1;20,6;25,3;7;3;1;1;1;1764,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;20,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;4,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/10/1981;1;46,7;204,1;13;13;1;1;1;1764,09997558594;1;2,1;0,2;31,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;25,0;0,0;46,7;0,0;0,5;15,2;6,6;0,0;0,0;8,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,2;37,8;9,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/11/1981;1;94,6;600,0;11;21;1;1;1;1764,09997558594;1;17,0;1,4;3,0;6,2;56,0;0,0;0,0;0,0;2,2;53,4;94,6;56,4;8,0;93,4;7,8;24,0;0,0;18,0;0,0;0,8;56,6;0,0;10,2;67,8;0,0;6,2;6,8;0,0;0,0;10,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/12/1981;1;48,2;242,3;4;16;1;1;1;1764,09997558594;1;5,2;0,6;39,0;48,2;0,0;0,0;0,0;0,0;24,4;22,4;2,2;0,0;0,0;39,2;0,0;3,0;10,2;7,8;4,0;0,0;2,1;0,0;0,0;0,0;0,0;0,0;6,4;3,4;24,2;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/01/1982;1;50,8;284,9;25;22;1;1;1;1057,19995117188;1;0,5;16,4;12,2;5,2;34,0;0,6;0,4;0,8;0,6;0,0;0,0;18,2;6,6;1,4;0,0;0,0;7,8;0,0;10,0;5,4;33,6;1,8;50,6;15,8;50,8;9,0;0,0;3,2;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/02/1982;1;14,4;38,0;25;9;1;1;1;1057,19995117188;1;4,0;5,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;2,4;14,4;0,2;0,6;9,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
1845009;1;01/03/1982;1;35,2;262,9;3;23;1;1;1;1057,19995117188;1;0,0;0,0;35,2;28,6;27,4;2,6;4,4;8,8;3,0;8,2;5,2;8,0;4,4;31,2;9,6;0,0;0,0;2,6;0,1;5,0;0,0;0,6;21,8;0,6;20,8;0,0;25,0;0,6;9,2;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/04/1982;1;41,0;55,4;15;7;1;1;1;1057,19995117188;1;0,0;0,0;0,0;0,0;0,0;2,2;8,4;0,0;0,0;0,0;1,0;0,0;0,0;1,0;41,0;1,6;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/05/1982;1;13,8;26,2;26;4;1;1;1;1057,19995117188;1;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,2;0,0;0,0;0,0;0,0;6,2;13,8;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/06/1982;1;0,0;0,0;1;0;1;1;1;1057,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/07/1982;1;0,4;0,4;14;1;1;1;1;1057,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/08/1982;1;0,2;0,2;6;1;1;1;1;1057,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/09/1982;1;8,8;11,2;28;4;1;1;1;1057,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,6;0,4;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;8,8;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/10/1982;1;21,2;67,8;31;10;1;1;1;1057,19995117188;1;0,0;0,0;10,2;2,0;0,0;0,0;1,4;0,0;0,0;4,8;15,0;1,8;0,0;2,2;0,0;0,0;0,0;0,0;0,0;0,0;0,6;8,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/11/1982;1;45,0;74,6;12;9;1;1;1;1057,19995117188;1;0,0;5,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;45,0;1,0;0,0;0,0;10,2;0,0;3,8;4,4;3,4;1,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/12/1982;1;43,6;235,6;16;18;1;1;1;1057,19995117188;1;0,0;0,0;35,0;2,8;14,2;0,0;0,0;5,2;2,8;31,4;0,0;0,0;0,0;0,0;0,0;43,6;7,0;0,2;0,0;2,6;0,0;0,4;0,0;12,8;11,4;0,0;0,2;12,4;24,6;27,0;2,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/01/1983;1;87,0;419,6;6;26;1;1;1;1792;1;14,0;19,0;10,0;5,0;17,2;87,0;67,4;0,0;14,4;20,0;1,0;0,0;2,8;1,0;35,0;3,4;0,0;0,0;31,6;7,8;5,4;2,4;15,6;18,8;0,0;0,2;18,8;14,4;3,0;2,2;2,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/02/1983;1;70,4;271,0;13;17;1;1;1;1792;1;1,4;27,2;49,6;11,8;0,0;0,0;0,4;35,8;5,0;31,2;28,2;1,0;70,4;1,0;2,0;0,0;0,0;0,0;1,0;0,0;0,0;0,4;0,0;4,0;0,0;0,0;0,0;0,6;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
1845009;1;01/03/1983;1;68,4;170,0;1;16;1;1;1;1792;1;68,4;12,4;0,6;4,4;3,2;1,2;14,0;0,0;0,0;4,4;0,0;0,0;0,0;2,0;3,0;0,0;0,0;0,0;5,2;20,0;3,0;3,0;0,0;0,0;0,0;20,0;0,0;0,0;5,2;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/04/1983;1;38,2;134,4;13;9;1;1;1;1792;1;1,6;0,0;0,0;0,0;0,0;0,0;5,8;19,0;0,0;0,0;19,4;1,2;38,2;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;27,6;0,0;21,2;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/05/1983;1;6,8;17,4;26;8;1;1;1;1792;1;0,0;0,0;0,0;0,0;0,0;0,0;2,0;1,0;0,0;0,0;0,0;0,0;0,0;3,4;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,2;6,8;2,6;0,0;0,0;1,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1845009;1;01/06/1983;1;0,0;0,0;1;0;1;1;1;1792;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1845009;1;01/07/1983;1;16,4;23,4;21;2;1;1;1;1792;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,0;0,0;16,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
